AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.2,False
26.7,31.3,62.0,0.8,False
26.7,31.2,62.0,2.4,False
26.7,31.2,62.0,1.9,False
26.6,31.1,62.0,1.2,False
26.6,30.8,62.0,0.8,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,29.9,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.8,64.0,2.5,False
26.2,30.0,64.0,1.0,False
26.2,30.0,63.0,2.4,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,2.4,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,0.8,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,2.3,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.1,False
26.1,29.5,64.0,1.6,False
26.1,29.4,64.0,0.8,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,0.8,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,1.2,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.3,False
26.1,29.3,65.0,1.0,False
26.1,29.4,65.0,1.3,False
26.1,29.6,65.0,1.1,False
26.1,29.3,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.0,65.0,1.4,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.2,False
26.7,31.3,62.0,0.8,False
26.7,31.2,62.0,2.4,False
26.7,31.2,62.0,1.9,False
26.6,31.1,62.0,1.2,False
26.6,30.8,62.0,0.8,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.8,64.0,2.5,False
26.2,30.0,64.0,1.0,False
26.2,30.0,63.0,2.4,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,2.4,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,0.8,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,2.3,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.4,64.0,0.8,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,0.8,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,1.2,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.3,False
26.1,29.5,65.0,1.1,False
26.1,29.4,65.0,1.3,False
26.1,29.6,65.0,1.1,False
26.1,29.3,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.0,65.0,1.4,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.2,False
26.7,31.3,62.0,0.8,False
26.7,31.2,62.0,2.4,False
26.7,31.2,62.0,1.9,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,1.2,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.3,False
26.1,29.5,65.0,1.1,False
26.1,29.4,65.0,1.3,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,1.3,False
26.0,29.3,66.0,0.9,False
26.0,29.0,65.0,1.4,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.2,False
26.7,31.3,62.0,0.8,False
26.7,31.2,62.0,2.4,False
26.7,31.2,62.0,1.9,False
26.6,31.1,62.0,1.2,False
26.6,30.8,62.0,0.8,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.3,63.0,2.0,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.2,61.0,2.5,False
26.8,31.3,61.0,2.9,False
26.7,31.4,61.0,3.1,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,63.0,2.4,False
26.2,30.0,64.0,1.9,False
26.2,29.8,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,0.8,False
26.2,29.7,64.0,1.2,False
26.2,29.6,64.0,2.3,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.5,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.2,61.0,2.5,False
26.8,31.3,61.0,2.9,False
26.7,31.4,61.0,3.1,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,0.8,False
26.1,29.7,64.0,1.4,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.4,65.0,0.9,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.5,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.2,61.0,2.5,False
26.8,31.3,61.0,2.9,False
26.7,31.4,61.0,3.1,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,0.8,False
26.1,29.7,64.0,1.4,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.5,61.0,1.7,False
26.7,31.4,61.0,1.8,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.2,False
26.7,31.3,62.0,0.8,False
26.7,31.2,62.0,2.4,False
26.7,31.2,62.0,1.9,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.2,61.0,2.5,False
26.8,31.3,61.0,2.9,False
26.7,31.4,61.0,3.1,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.5,63.0,0.7,False
26.4,30.4,63.0,1.8,False
26.4,30.6,64.0,2.6,False
26.4,30.2,64.0,2.0,False
26.4,30.3,64.0,1.8,False
26.3,30.2,64.0,1.1,False
26.3,30.2,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,30.3,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,30.1,64.0,1.7,False
26.3,29.9,64.0,2.1,False
26.2,30.0,64.0,1.0,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.2,61.0,2.5,False
26.8,31.3,61.0,2.9,False
26.7,31.4,61.0,3.1,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
26.4,30.3,63.0,2.0,False
26.4,30.4,63.0,1.8,False
26.4,30.4,64.0,2.4,False
26.4,30.2,64.0,2.0,False
26.3,30.2,64.0,1.6,False
26.3,30.2,64.0,1.1,False
26.3,30.1,64.0,1.2,False
26.3,30.3,64.0,2.4,False
26.3,29.9,64.0,1.9,False
26.3,30.1,64.0,1.9,False
26.3,29.8,64.0,2.5,False
26.3,29.9,64.0,2.1,False
26.2,30.0,63.0,2.4,False
26.2,30.0,64.0,1.9,False
26.2,30.1,64.0,2.4,False
26.2,29.8,64.0,1.8,False
26.2,29.7,64.0,1.7,False
26.2,29.7,64.0,1.2,False
26.2,29.8,64.0,1.6,False
26.2,29.6,64.0,1.2,False
26.1,29.6,64.0,1.0,False
26.1,29.5,64.0,1.2,False
26.1,29.5,64.0,1.6,False
26.1,29.6,64.0,1.1,False
26.1,29.7,64.0,1.1,False
26.1,29.7,64.0,1.4,False
26.2,29.5,64.0,1.2,False
26.1,29.5,64.0,0.8,False
26.1,29.5,65.0,1.2,False
26.1,29.4,65.0,0.9,False
26.1,29.3,65.0,1.2,False
26.1,29.3,65.0,1.0,False
26.1,29.5,65.0,1.1,False
26.1,29.6,65.0,1.1,False
26.1,29.4,66.0,1.3,False
26.1,29.3,66.0,0.7,False
26.0,29.3,66.0,0.9,False
26.0,29.0,66.0,0.8,False
26.8,31.4,60.0,2.9,False
26.8,31.4,60.0,2.3,False
26.8,31.5,60.0,1.2,False
26.8,31.4,60.0,2.0,False
26.8,31.3,61.0,2.9,False
26.8,31.4,61.0,2.6,False
26.7,31.5,61.0,2.2,False
26.7,31.3,61.0,2.6,False
26.7,31.4,61.0,1.8,False
26.7,31.3,61.0,2.1,False
26.7,31.3,61.0,2.2,False
26.7,31.0,62.0,1.4,False
26.7,31.2,62.0,2.4,False
26.6,31.1,62.0,1.8,False
26.6,31.1,62.0,1.2,False
26.5,30.9,62.0,2.4,False
26.5,30.9,62.0,2.0,False
26.5,30.6,62.0,2.1,False
26.5,30.7,63.0,1.8,False
26.4,30.5,63.0,1.2,False
